scenario,year,mining_fd_gbp_m,recycling_fd_gbp_m,output_total_gbp_m,gva_total_gbp_m,employment_total,recycling_jobs,mining_jobs,manufacturing_jobs,co2_kt,pm_t,mines_opened,crit_recycled_share,crit_domestic_share,crit_import_share,crit_supply_gap,crit_max_single_country,recycled_share_all,recycling_substitution,company_count,company_mining_count,company_recycler_count,company_downstream_count,company_employee_estimate,company_proposed_mining_jobs,company_capex_pipeline_gbp_m,company_capex_operating_gbp_m,company_capex_proposed_gbp_m,company_recycler_capacity_tpa,avg_recycler_capacity_score,avg_feedstock_score,avg_downstream_demand_score,avg_local_procurement_score,avg_planning_risk_score,cge_wage_index,cge_gva_total_gbp_m,cge_status,cge_max_resid,jobs_Antrim & Newtownabbey,jobs_Ards & North Down,"jobs_Armagh, Banbridge & Craigavon",jobs_Belfast,jobs_Causeway Coast & Glens,jobs_Derry City & Strabane,jobs_Fermanagh & Omagh,jobs_Lisburn & Castlereagh,jobs_Mid & East Antrim,jobs_Mid Ulster,"jobs_Newry, Mourne & Down"
1_baseline,2036,16.688084124299436,44.29963818280989,99.73635216917961,39.792278460191035,869.2393006242878,388.31711372167666,209.61741085505707,39.35819588857412,80.50456387784119,8.648130790254083,0,0.23213714654224324,0.010333320309569185,0.7575295331481876,0.0,0.8493178777571332,0.03390723330380362,0.003906296505666764,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0111875198484543,40005.51336366267,solved,1.8189894035458565e-11,102.42079260783288,32.460181460296695,90.80801599695153,128.96155834126122,40.35473425384609,45.10443008437095,116.11300985487028,37.75128182316003,66.25075880218945,88.85924035459496,120.15529704491378
1_baseline,2037,16.834126185196308,44.38312215711803,99.87357467155255,39.83493254804836,870.9191587084117,388.9805596476238,211.25777248752905,39.254577104713604,80.6844898004122,8.675934987869535,0,0.22372186634262453,0.010372694498494968,0.7659054391588805,0.0,0.8496413936804472,0.03374758721679282,0.004279149298097183,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0127210325480087,40005.56774430375,solved,2.9103830456733704e-11,102.55079833863473,32.457252841030055,90.91130365210137,129.0064271248338,40.40743255580804,45.15307279877598,116.78904766867258,37.759513790134555,66.4024392955667,89.12838945343569,120.35348118941819
1_baseline,2038,16.986564013325296,44.635435969336434,100.2960883076826,39.9926988255544,874.959274002069,391.1210004719174,213.01303647190403,39.262979889092136,81.06094637505413,8.722537135378806,0,0.21583175879452726,0.010409950790314872,0.7737582904151579,0.0,0.8496392264579339,0.03362054124119463,0.004655855667494431,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131811661775683,40005.62493305778,solved,3.637978807091713e-11,103.02948101806787,32.54853749403034,91.2944431478177,129.48964203735878,40.559902253640004,45.31685867366779,117.59563409674149,37.882509539522616,66.70932124708261,89.58568846183891,120.94725603230101
1_baseline,2039,17.1456811436155,44.87347857601285,100.70546434294232,40.14492279860944,878.9126409028754,393.13670285398916,214.84416662348445,39.26562247941554,81.43385566690765,8.769261092078462,0,0.20813860131225123,0.010444915986311362,0.7814164827014374,0.0,0.849638576899412,0.03348258640619192,0.005033717028472825,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816497159833,40005.64199170581,solved,2.546585164964199e-11,103.48337677206938,32.63510031146043,91.6615069450176,129.9412907214214,40.7102460982995,45.47748191124173,118.42981830116337,37.99900010454195,67.01467324112181,90.04527181288904,121.51487468364934
1_baseline,2040,17.311773837605177,45.12848967553952,101.15281951025713,40.31224740894257,883.1996192643182,395.3008448549053,216.76175588186405,39.28243774429242,81.83772155014435,8.819352678340117,0,0.20068703866556414,0.010477406401850025,0.7888355549325858,0.0,0.8496385764424887,0.033340935817552486,0.005411579201914808,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500560975,40005.64200370508,solved,3.637978807091713e-11,103.97622878870153,32.73380904594586,92.06307458301495,130.441397203394,40.87597227616721,45.65523818811219,119.31078827834838,38.12966438471078,67.34556353578907,90.5394505454131,122.12843243472122
1_baseline,2041,17.48515166176669,45.4018848646122,101.64068508397636,40.495676293082326,887.8420500140703,397.62573476020316,218.76968221939336,39.314234421116055,82.27445738246894,8.873012945059669,0,0.1934691538698132,0.010507227590605074,0.7960236185395818,0.0,0.8496385764421673,0.0331955054569562,0.0057894413759282636,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.64200371352,solved,1.4551915228366852e-11,104.51097330486303,32.845439616911094,92.50155115374636,130.9935135912458,41.05800314859028,45.85116911137161,120.24083652716739,38.275451223679866,67.7035297879641,91.07023910705537,122.79134344147548
1_baseline,2042,17.666138092427527,45.695192612003744,102.1717757811468,40.696286007351034,892.8633328366848,400.12466062750923,220.87200428499077,39.36187789710497,82.74610781512115,8.930456271501498,0,0.18647731148887733,0.010534174127424743,0.802988514383698,0.0,0.8496385764421671,0.033046209086406035,0.00616730354994212,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,105.0907724417174,32.97082404679695,92.97952066317146,131.6014644257906,41.25732426948521,46.0663884143036,121.22237956067914,38.43737941700351,68.09021365275615,91.63978397519963,123.50728196978123
1_baseline,2043,17.85507114852431,46.01008572659583,102.74903950967071,40.915246028611016,898.2888374721373,402.8121646030978,223.07297501674728,39.426308073156605,83.25488235120679,8.99191355810587,0,0.1797041590843826,0.010558029463709618,0.8097378114519078,0.0,0.8496385764421671,0.032892959049457285,0.006545165723955978,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,105.71907724337784,33.110866456144244,93.49979545807338,132.26942466910563,41.475001097268844,46.3021013133863,122.25797752714492,38.61655756060949,68.5073870300337,92.25039520966581,124.28025390732714
1_baseline,2044,18.052304053484946,46.348396335920796,103.37568008483257,41.153827820589555,904.1460934596032,405.7041729262877,225.37705170908015,39.50854645041481,83.80317076205401,9.057633726997517,0,0.17314262392806193,0.010578565870799868,0.8162788102011381,0.0,0.8496385764421671,0.03273566637215503,0.006923027897969836,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,106.3996569853,33.26655006864987,94.06543887238871,133.0019551702841,41.712186446715464,46.559613114973885,123.35034447247621,38.81419289898554,68.95696409062208,92.90456114500296,125.11463019420441
1_baseline,2045,18.258205927594993,46.71213249718508,104.0551823354198,41.4134148541646,910.4649997372582,408.8181400894262,227.78890667535276,39.60970394297469,84.39356008972959,9.127885374580886,0,0.16678591009063426,0.01059554448850751,0.8226185454208582,0.0,0.8496385764421671,0.03257424090424315,0.007300890071983693,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,107.13663163549728,33.43894494959473,94.67979027918253,133.80404193514227,41.97012870469915,46.840338708345186,124.50235948454501,39.03160110797933,69.44101453088828,93.60496456127362,126.01518384011084
1_baseline,2046,18.473162512267972,47.76586982196063,105.84840154400824,42.122008290240196,925.9602115522326,417.95830343505463,230.45616858661938,40.132133713679735,85.7353017648025,9.269104590144144,0,0.1655814424969653,0.01060871549754094,0.8238098420054939,0.0,0.8496385764421671,0.03349524917183129,0.007678752245997551,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,109.2713134367978,33.975280654071724,96.39799266801876,136.35105815189453,42.606635585743156,47.559801639831726,126.07903751761827,39.69725362398035,70.51375240142656,95.00977999814845,128.49830587470132
1_baseline,2047,18.69757692770633,48.463968364308364,107.08360027010926,42.60496609695629,936.9039951641674,423.9907677388077,233.1566772481999,40.4389288962499,86.7109981743096,9.3767156443602,0,0.1618272804103403,0.010617818436091584,0.827554901153568,0.0,0.8496385764421671,0.033777202676702436,0.008056614420011408,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,110.69139603384559,34.32757149059181,97.55750182824416,138.00247302506293,43.05737475914593,48.06257751837457,127.5087198900269,40.13536481430598,71.30194236293568,96.08260260394738,130.17647083768665
1_baseline,2048,18.931870465509604,49.20306777767389,108.39537309225281,43.118349501993805,948.5094046237256,430.38014355709277,235.98130822915272,40.771545344367325,87.74521872175018,9.490494337685856,0,0.15814169752945678,0.010622582682213496,0.8312357197883298,0.0,0.8496385764421672,0.034060877101840296,0.008434476594025266,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,112.1982538456112,34.703728369361485,98.78922213662008,139.75982228406252,43.53668725662098,48.59755037754417,129.01103999169686,40.60232345931092,72.1374592440385,97.21767190858264,131.9556457502762
1_baseline,2049,19.17648341785976,49.98633493128795,109.78897305202366,43.664246420601,960.8211805306985,437.15393522181085,238.93574008318012,41.13163139803385,88.84176326245245,9.610828700230199,0,0.15452093998981467,0.010622728124736497,0.8348563318854488,0.0,0.8496385764421671,0.03434583802312962,0.008812338768039121,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,113.79827520066688,35.105362438584656,100.09824986327838,141.6308258759922,44.046405045152966,49.166807188616986,130.58976478937055,41.10012889067764,73.0233217192709,98.41884188954768,133.84319762953962
1_baseline,2050,19.43187594499041,50.81723522515235,111.27011601297538,44.24492930164099,973.8879486687933,444.3422384612834,242.02593087513281,41.520979996797244,90.00475092517446,9.7381382417075,0,0.15096139352193352,0.010617966046206975,0.8384206404318595,0.0,0.8496385764421671,0.034631600578585074,0.00919020094205298,21,8,6,7,13704.0,1000.0,1164.0,914.0,250.0,400.0,0.5804942274097942,0.6197932023555783,0.7479268644291952,0.5905840910125956,0.3664400273081831,1.0131816500563366,40005.642003713525,solved,1.8189894035458565e-11,115.49843687111314,35.53422740790204,101.49013957066343,143.6239156092311,44.588514377719136,49.772612464879316,132.24890134194104,41.63095969695244,73.96279878737374,99.69027605212361,135.8471664888944
